level,name,year,tenure,hhlds,value,change_from_prev_data_year
3_towns,Manchester,2000,renter,p1,4124,3548
3_towns,Mansfield,2000,renter,p1,696,-3097
3_towns,Marlborough,2000,renter,p1,91,-648
3_towns,Meriden,2000,renter,p1,3549,3439
3_towns,Middlebury,2000,renter,p1,123,-5892
3_towns,Middlefield,2000,renter,p1,116,17
3_towns,Middletown,2000,renter,p1,4248,4128
3_towns,Milford,2000,renter,p1,2057,-2212
3_towns,Monroe,2000,renter,p1,164,-2222
3_towns,Montville,2000,renter,p1,516,216
3_towns,Morris,2000,renter,p1,96,-225
3_towns,Naugatuck,2000,renter,p1,1556,1472
3_towns,New Britain,2000,renter,p1,6261,4870
3_towns,New Canaan,2000,renter,p1,459,-5987
3_towns,New Fairfield,2000,renter,p1,87,-528
3_towns,New Hartford,2000,renter,p1,110,57
3_towns,New Haven,2000,renter,p1,13419,13269
3_towns,New London,2000,renter,p1,2715,-13410
3_towns,New Milford,2000,renter,p1,873,-2484
3_towns,Newington,2000,renter,p1,952,38
3_towns,Newtown,2000,renter,p1,299,-1099
3_towns,Norfolk,2000,renter,p1,72,-466
3_towns,North Branford,2000,renter,p1,342,234
3_towns,North Canaan,2000,renter,p1,195,-170
3_towns,North Haven,2000,renter,p1,551,264
3_towns,North Stonington,2000,renter,p1,59,-558
3_towns,Norwalk,2000,renter,p1,4588,4457
3_towns,Norwich,2000,renter,p1,2953,-2089
3_towns,Old Lyme,2000,renter,p1,205,-3043
3_towns,Old Saybrook,2000,renter,p1,263,-66
3_towns,Orange,2000,renter,p1,139,-142
3_towns,Oxford,2000,renter,p1,109,-174
3_towns,Plainfield,2000,renter,p1,579,439
3_towns,Plainville,2000,renter,p1,1149,425
3_towns,Plymouth,2000,renter,p1,421,-891
3_towns,Pomfret,2000,renter,p1,158,-330
3_towns,Portland,2000,renter,p1,332,76
3_towns,Preston,2000,renter,p1,127,-159
3_towns,Prospect,2000,renter,p1,83,-69
3_towns,Putnam,2000,renter,p1,706,461
3_towns,Redding,2000,renter,p1,101,-645
3_towns,Ridgefield,2000,renter,p1,587,223
3_towns,Rocky Hill,2000,renter,p1,1193,596
3_towns,Roxbury,2000,renter,p1,35,-1393
3_towns,Salem,2000,renter,p1,63,-14
3_towns,Salisbury,2000,renter,p1,217,189
3_towns,Scotland,2000,renter,p1,24,-251
3_towns,Seymour,2000,renter,p1,783,767
3_towns,Sharon,2000,renter,p1,109,-881
3_towns,Shelton,2000,renter,p1,1126,1025
3_towns,Sherman,2000,renter,p1,42,-1289
3_towns,Simsbury,2000,renter,p1,611,570
3_towns,Somers,2000,renter,p1,131,-653
3_towns,South Windsor,2000,renter,p1,371,230
3_towns,Southbury,2000,renter,p1,383,-301
3_towns,Southington,2000,renter,p1,1102,498
3_towns,Sprague,2000,renter,p1,115,-1366
3_towns,Stafford,2000,renter,p1,438,304
3_towns,Stamford,2000,renter,p1,7297,6722
3_towns,Sterling,2000,renter,p1,64,-8072
3_towns,Stonington,2000,renter,p1,1108,1038
3_towns,Stratford,2000,renter,p1,1558,528
3_towns,Suffield,2000,renter,p1,383,-1390
3_towns,Thomaston,2000,renter,p1,349,95
3_towns,Thompson,2000,renter,p1,276,-105
3_towns,Tolland,2000,renter,p1,121,-131
3_towns,Torrington,2000,renter,p1,2467,2338
3_towns,Trumbull,2000,renter,p1,456,-1571
3_towns,Union,2000,renter,p1,22,-753
3_towns,Vernon,2000,renter,p1,2553,2551
3_towns,Voluntown,2000,renter,p1,65,-2620
3_towns,Wallingford,2000,renter,p1,2107,2039
3_towns,Warren,2000,renter,p1,27,-2663
3_towns,Washington,2000,renter,p1,117,104
3_towns,Waterbury,2000,renter,p1,8490,8390
3_towns,Waterford,2000,renter,p1,516,-8619
3_towns,Watertown,2000,renter,p1,732,278
3_towns,West Hartford,2000,renter,p1,3358,2526
3_towns,West Haven,2000,renter,p1,3853,707
3_towns,Westbrook,2000,renter,p1,325,-2847
3_towns,Weston,2000,renter,p1,82,-290
3_towns,Westport,2000,renter,p1,586,520
3_towns,Wethersfield,2000,renter,p1,1345,706
3_towns,Willington,2000,renter,p1,245,-962
3_towns,Wilton,2000,renter,p1,259,5
3_towns,Winchester,2000,renter,p1,604,323
3_towns,Windham,2000,renter,p1,1544,1013
3_towns,Windsor,2000,renter,p1,834,-574
3_towns,Windsor Locks,2000,renter,p1,455,-275
3_towns,Wolcott,2000,renter,p1,311,-307
3_towns,Woodbridge,2000,renter,p1,132,-303
3_towns,Woodbury,2000,renter,p1,468,320
3_towns,Woodstock,2000,renter,p1,177,-265
3_towns,Andover,2000,owner,p2,377,0
3_towns,Ansonia,2000,owner,p2,1447,1039
3_towns,Ashford,2000,owner,p2,419,-1178
3_towns,Avon,2000,owner,p2,2026,1531
3_towns,Barkhamsted,2000,owner,p2,463,-1860
3_towns,Beacon Falls,2000,owner,p2,547,-7
3_towns,Berlin,2000,owner,p2,2005,1186
3_towns,Bethany,2000,owner,p2,556,-2320
3_towns,Bethel,2000,owner,p2,1591,768
3_towns,Bethlehem,2000,owner,p2,384,-1392
3_towns,Bloomfield,2000,owner,p2,2247,1790
3_towns,Bolton,2000,owner,p2,641,-1748
3_towns,Bozrah,2000,owner,p2,279,-451
3_towns,Branford,2000,owner,p2,3174,2807
3_towns,Bridgeport,2000,owner,p2,6233,2661
3_towns,Bridgewater,2000,owner,p2,252,-5624
3_towns,Bristol,2000,owner,p2,5773,5447
3_towns,Brookfield,2000,owner,p2,1625,-3840
3_towns,Brooklyn,2000,owner,p2,707,-1295
3_towns,Burlington,2000,owner,p2,977,-161
3_towns,Canaan,2000,owner,p2,126,-1132
3_towns,Canterbury,2000,owner,p2,517,290
3_towns,Canton,2000,owner,p2,1065,382
3_towns,Chaplin,2000,owner,p2,250,-1020
3_towns,Cheshire,2000,owner,p2,2740,2389
3_towns,Chester,2000,owner,p2,427,-3081
3_towns,Clinton,2000,owner,p2,1463,892
3_towns,Colchester,2000,owner,p2,1371,-486
3_towns,Colebrook,2000,owner,p2,198,-1628
3_towns,Columbia,2000,owner,p2,661,438
3_towns,Cornwall,2000,owner,p2,195,-755
3_towns,Coventry,2000,owner,p2,1340,1115
3_towns,Cromwell,2000,owner,p2,1356,-435
3_towns,Danbury,2000,owner,p2,5452,3964
3_towns,Darien,2000,owner,p2,1830,-3939
3_towns,Deep River,2000,owner,p2,547,-996
3_towns,Derby,2000,owner,p2,1115,518
3_towns,Durham,2000,owner,p2,714,-368
3_towns,East Granby,2000,owner,p2,547,-493
3_towns,East Haddam,2000,owner,p2,995,394
3_towns,East Hampton,2000,owner,p2,1201,-147
3_towns,East Hartford,2000,owner,p2,4341,2706
3_towns,East Haven,2000,owner,p2,2739,-1130
3_towns,East Lyme,2000,owner,p2,1923,-851
3_towns,East Windsor,2000,owner,p2,1003,-1724
3_towns,Eastford,2000,owner,p2,193,-1067
3_towns,Easton,2000,owner,p2,784,509
3_towns,Ellington,2000,owner,p2,1253,289
3_towns,Enfield,2000,owner,p2,4501,2966
3_towns,Essex,2000,owner,p2,854,-3862
3_towns,Fairfield,2000,owner,p2,5932,4697
3_towns,Farmington,2000,owner,p2,2490,-3551
3_towns,Franklin,2000,owner,p2,213,-2549
3_towns,Glastonbury,2000,owner,p2,3567,3317
3_towns,Goshen,2000,owner,p2,404,-3894
3_towns,Granby,2000,owner,p2,1283,924
3_towns,Greenwich,2000,owner,p2,5522,4122
3_towns,Griswold,2000,owner,p2,1017,-3807
3_towns,Groton,2000,owner,p2,3101,1742
3_towns,Guilford,2000,owner,p2,2562,-425
3_towns,Haddam,2000,owner,p2,893,-1864
3_towns,Hamden,2000,owner,p2,5374,4007
3_towns,Hampton,2000,owner,p2,240,-5230
3_towns,Hartford,2000,owner,p2,3229,2947
3_towns,Hartland,2000,owner,p2,252,-2959
3_towns,Harwinton,2000,owner,p2,698,390
3_towns,Hebron,2000,owner,p2,894,44
3_towns,Kent,2000,owner,p2,320,-1015
3_towns,Killingly,2000,owner,p2,1479,1025
3_towns,Killingworth,2000,owner,p2,752,-953
3_towns,Lebanon,2000,owner,p2,783,-38
3_towns,Ledyard,2000,owner,p2,1578,379
3_towns,Lisbon,2000,owner,p2,487,-1464
3_towns,Litchfield,2000,owner,p2,1010,483
3_towns,Lyme,2000,owner,p2,339,-915
3_towns,Madison,2000,owner,p2,2100,1671
3_towns,Manchester,2000,owner,p2,4924,2332
3_towns,Mansfield,2000,owner,p2,1262,-3986
3_towns,Marlborough,2000,owner,p2,701,-548
3_towns,Meriden,2000,owner,p2,4877,3930
3_towns,Middlebury,2000,owner,p2,768,-5322
3_towns,Middlefield,2000,owner,p2,510,-469
3_towns,Middletown,2000,owner,p2,3542,2950
3_towns,Milford,2000,owner,p2,5618,1960
3_towns,Monroe,2000,owner,p2,1860,-4369
3_towns,Montville,2000,owner,p2,1763,-236
3_towns,Morris,2000,owner,p2,269,-2011
3_towns,Naugatuck,2000,owner,p2,2512,2230
3_towns,New Britain,2000,owner,p2,4241,1516
3_towns,New Canaan,2000,owner,p2,1875,-2607
3_towns,New Fairfield,2000,owner,p2,1363,-591
3_towns,New Hartford,2000,owner,p2,702,-1086
3_towns,New Haven,2000,owner,p2,4597,3819
3_towns,New London,2000,owner,p2,1377,-3025
3_towns,New Milford,2000,owner,p2,2605,1221
3_towns,Newington,2000,owner,p2,3592,511
3_towns,Newtown,2000,owner,p2,2456,-986
3_towns,Norfolk,2000,owner,p2,217,-2896
3_towns,North Branford,2000,owner,p2,1427,1169
3_towns,North Canaan,2000,owner,p2,331,-1621
3_towns,North Haven,2000,owner,p2,2632,2325
3_towns,North Stonington,2000,owner,p2,617,-2076
3_towns,Norwalk,2000,owner,p2,7086,6493
3_towns,Norwich,2000,owner,p2,2935,-4035
3_towns,Old Lyme,2000,owner,p2,1013,-1818
3_towns,Old Saybrook,2000,owner,p2,1474,294
3_towns,Orange,2000,owner,p2,1628,119
3_towns,Oxford,2000,owner,p2,1025,-618
3_towns,Plainfield,2000,owner,p2,1313,-296
3_towns,Plainville,2000,owner,p2,1858,191
3_towns,Plymouth,2000,owner,p2,1257,-869
3_towns,Pomfret,2000,owner,p2,378,-1079
3_towns,Portland,2000,owner,p2,963,485
3_towns,Preston,2000,owner,p2,603,-666
3_towns,Prospect,2000,owner,p2,972,332
3_towns,Putnam,2000,owner,p2,769,-327
3_towns,Redding,2000,owner,p2,966,-328
3_towns,Ridgefield,2000,owner,p2,2371,1296
3_towns,Rocky Hill,2000,owner,p2,1724,-1281
3_towns,Roxbury,2000,owner,p2,326,-1806
3_towns,Salem,2000,owner,p2,364,-13
3_towns,Salisbury,2000,owner,p2,466,-254
3_towns,Scotland,2000,owner,p2,187,-431
3_towns,Seymour,2000,owner,p2,1433,1177
3_towns,Sharon,2000,owner,p2,388,-1000
3_towns,Shelton,2000,owner,p2,4065,3584
3_towns,Sherman,2000,owner,p2,523,-4733
3_towns,Simsbury,2000,owner,p2,2570,1995
3_towns,Somers,2000,owner,p2,970,-1961
3_towns,South Windsor,2000,owner,p2,2621,1249
3_towns,Southbury,2000,owner,p2,2275,-578
3_towns,Southington,2000,owner,p2,4557,2085
3_towns,Sprague,2000,owner,p2,258,-4810
3_towns,Stafford,2000,owner,p2,1185,928
3_towns,Stamford,2000,owner,p2,8918,7426
3_towns,Sterling,2000,owner,p2,294,-8881
3_towns,Stonington,2000,owner,p2,2182,1697
3_towns,Stratford,2000,owner,p2,5568,3069
3_towns,Suffield,2000,owner,p2,1392,-4476
3_towns,Thomaston,2000,owner,p2,734,-1024
3_towns,Thompson,2000,owner,p2,1009,208
3_towns,Tolland,2000,owner,p2,1539,399
3_towns,Torrington,2000,owner,p2,3459,1538
3_towns,Trumbull,2000,owner,p2,3712,-100
3_towns,Union,2000,owner,p2,111,-3589
3_towns,Vernon,2000,owner,p2,2714,2531
3_towns,Voluntown,2000,owner,p2,291,-2508
3_towns,Wallingford,2000,owner,p2,4180,3907
3_towns,Warren,2000,owner,p2,187,-5296
3_towns,Washington,2000,owner,p2,459,209
3_towns,Waterbury,2000,owner,p2,6960,6339
3_towns,Waterford,2000,owner,p2,2464,-2893
3_towns,Watertown,2000,owner,p2,2111,-479
3_towns,West Hartford,2000,owner,p2,6386,3978
3_towns,West Haven,2000,owner,p2,3899,-2090
3_towns,Westbrook,2000,owner,p2,755,-2667
3_towns,Weston,2000,owner,p2,1002,-80
3_towns,Westport,2000,owner,p2,2894,1707
3_towns,Wethersfield,2000,owner,p2,3380,710
3_towns,Willington,2000,owner,p2,577,-2369
3_towns,Wilton,2000,owner,p2,1755,913
3_towns,Winchester,2000,owner,p2,1047,-728
3_towns,Windham,2000,owner,p2,1544,373
3_towns,Windsor,2000,owner,p2,2916,1319
3_towns,Windsor Locks,2000,owner,p2,1394,-1730
3_towns,Wolcott,2000,owner,p2,1550,117
3_towns,Woodbridge,2000,owner,p2,994,-935
3_towns,Woodbury,2000,owner,p2,1063,102
3_towns,Woodstock,2000,owner,p2,861,-555
3_towns,Andover,2000,renter,p2,37,0
3_towns,Ansonia,2000,renter,p2,927,876
3_towns,Ashford,2000,renter,p2,161,-654
3_towns,Avon,2000,renter,p2,262,196
3_towns,Barkhamsted,2000,renter,p2,65,-113
3_towns,Beacon Falls,2000,renter,p2,144,70
3_towns,Berlin,2000,renter,p2,213,201
3_towns,Bethany,2000,renter,p2,46,-403
3_towns,Bethel,2000,renter,p2,405,373
3_towns,Bethlehem,2000,renter,p2,52,-403
3_towns,Bloomfield,2000,renter,p2,497,463
3_towns,Bolton,2000,renter,p2,76,-627
3_towns,Bozrah,2000,renter,p2,40,10
3_towns,Branford,2000,renter,p2,1180,1115
3_towns,Bridgeport,2000,renter,p2,6709,5507
3_towns,Bridgewater,2000,renter,p2,26,-7318
3_towns,Bristol,2000,renter,p2,2717,2695
3_towns,Brookfield,2000,renter,p2,205,-2300
3_towns,Brooklyn,2000,renter,p2,188,4
3_towns,Burlington,2000,renter,p2,50,-20
3_towns,Canaan,2000,renter,p2,27,-29
3_towns,Canterbury,2000,renter,p2,72,51
3_towns,Canton,2000,renter,p2,204,121
3_towns,Chaplin,2000,renter,p2,52,-141
3_towns,Cheshire,2000,renter,p2,343,302
3_towns,Chester,2000,renter,p2,115,-381
3_towns,Clinton,2000,renter,p2,293,183
3_towns,Colchester,2000,renter,p2,370,38
3_towns,Colebrook,2000,renter,p2,25,-411
3_towns,Columbia,2000,renter,p2,54,24
3_towns,Cornwall,2000,renter,p2,21,-15
3_towns,Coventry,2000,renter,p2,172,132
3_towns,Cromwell,2000,renter,p2,391,165
3_towns,Danbury,2000,renter,p2,2943,2567
3_towns,Darien,2000,renter,p2,216,-2706
3_towns,Deep River,2000,renter,p2,147,-138
3_towns,Derby,2000,renter,p2,595,503
3_towns,Durham,2000,renter,p2,60,-517
3_towns,East Granby,2000,renter,p2,102,73
3_towns,East Haddam,2000,renter,p2,143,-52
3_towns,East Hampton,2000,renter,p2,215,41
3_towns,East Hartford,2000,renter,p2,2225,2078
3_towns,East Haven,2000,renter,p2,850,-966
3_towns,East Lyme,2000,renter,p2,399,-483
3_towns,East Windsor,2000,renter,p2,422,-43
3_towns,Eastford,2000,renter,p2,34,-432
3_towns,Easton,2000,renter,p2,50,11
3_towns,Ellington,2000,renter,p2,525,473
3_towns,Enfield,2000,renter,p2,1095,475
3_towns,Essex,2000,renter,p2,159,-1003
3_towns,Fairfield,2000,renter,p2,1111,924
3_towns,Farmington,2000,renter,p2,710,-143
3_towns,Franklin,2000,renter,p2,25,-658
3_towns,Glastonbury,2000,renter,p2,664,645
3_towns,Goshen,2000,renter,p2,33,-657
3_towns,Granby,2000,renter,p2,121,111
3_towns,Greenwich,2000,renter,p2,2126,2019
3_towns,Griswold,2000,renter,p2,364,-1669
3_towns,Groton,2000,renter,p2,2024,1678
3_towns,Guilford,2000,renter,p2,300,-1729
3_towns,Haddam,2000,renter,p2,124,-284
3_towns,Hamden,2000,renter,p2,2112,1961
3_towns,Hampton,2000,renter,p2,22,-2439
3_towns,Hartford,2000,renter,p2,7720,7678
3_towns,Hartland,2000,renter,p2,20,-9040
3_towns,Harwinton,2000,renter,p2,40,26
3_towns,Hebron,2000,renter,p2,89,66
3_towns,Kent,2000,renter,p2,73,8
3_towns,Killingly,2000,renter,p2,629,559
3_towns,Killingworth,2000,renter,p2,37,-558
3_towns,Lebanon,2000,renter,p2,79,15
3_towns,Ledyard,2000,renter,p2,274,170
3_towns,Lisbon,2000,renter,p2,45,-263
3_towns,Litchfield,2000,renter,p2,171,85
3_towns,Lyme,2000,renter,p2,38,-151
3_towns,Madison,2000,renter,p2,211,162
3_towns,Manchester,2000,renter,p2,3135,3063
3_towns,Mansfield,2000,renter,p2,601,-2387
3_towns,Marlborough,2000,renter,p2,50,-844
3_towns,Meriden,2000,renter,p2,2358,2329
3_towns,Middlebury,2000,renter,p2,63,-2809
3_towns,Middlefield,2000,renter,p2,72,28
3_towns,Middletown,2000,renter,p2,2615,2545
3_towns,Milford,2000,renter,p2,1497,-1018
3_towns,Monroe,2000,renter,p2,130,-1699
3_towns,Montville,2000,renter,p2,415,323
3_towns,Morris,2000,renter,p2,63,-366
3_towns,Naugatuck,2000,renter,p2,1073,1052
3_towns,New Britain,2000,renter,p2,4350,2970
3_towns,New Canaan,2000,renter,p2,351,-3832
3_towns,New Fairfield,2000,renter,p2,90,-306
3_towns,New Hartford,2000,renter,p2,100,15
3_towns,New Haven,2000,renter,p2,8278,8178
3_towns,New London,2000,renter,p2,1645,-7310
3_towns,New Milford,2000,renter,p2,654,-1044
3_towns,Newington,2000,renter,p2,747,7
3_towns,Newtown,2000,renter,p2,165,-418
3_towns,Norfolk,2000,renter,p2,54,-333
3_towns,North Branford,2000,renter,p2,253,240
3_towns,North Canaan,2000,renter,p2,127,-3
3_towns,North Haven,2000,renter,p2,298,212
3_towns,North Stonington,2000,renter,p2,61,-486
3_towns,Norwalk,2000,renter,p2,3559,3459
3_towns,Norwich,2000,renter,p2,2007,-1618
3_towns,Old Lyme,2000,renter,p2,142,-1760
3_towns,Old Saybrook,2000,renter,p2,189,7
3_towns,Orange,2000,renter,p2,99,-164
3_towns,Oxford,2000,renter,p2,80,-89
3_towns,Plainfield,2000,renter,p2,480,417
3_towns,Plainville,2000,renter,p2,595,273
3_towns,Plymouth,2000,renter,p2,270,-241
3_towns,Pomfret,2000,renter,p2,111,-155
3_towns,Portland,2000,renter,p2,209,114
3_towns,Preston,2000,renter,p2,89,-151
3_towns,Prospect,2000,renter,p2,66,31
3_towns,Putnam,2000,renter,p2,443,356
3_towns,Redding,2000,renter,p2,88,-339
3_towns,Ridgefield,2000,renter,p2,341,171
3_towns,Rocky Hill,2000,renter,p2,928,492
3_towns,Roxbury,2000,renter,p2,33,-644
3_towns,Salem,2000,renter,p2,72,35
3_towns,Salisbury,2000,renter,p2,179,102
3_towns,Scotland,2000,renter,p2,21,-46
3_towns,Seymour,2000,renter,p2,514,485
3_towns,Sharon,2000,renter,p2,93,-321
3_towns,Shelton,2000,renter,p2,649,489
3_towns,Sherman,2000,renter,p2,34,-794
3_towns,Simsbury,2000,renter,p2,394,321
3_towns,Somers,2000,renter,p2,102,-332
3_towns,South Windsor,2000,renter,p2,307,164
3_towns,Southbury,2000,renter,p2,224,-200
3_towns,Southington,2000,renter,p2,804,447
3_towns,Sprague,2000,renter,p2,101,-647
3_towns,Stafford,2000,renter,p2,295,174
3_towns,Stamford,2000,renter,p2,5421,5151
3_towns,Sterling,2000,renter,p2,49,-6136
3_towns,Stonington,2000,renter,p2,639,576
3_towns,Stratford,2000,renter,p2,1059,343
3_towns,Suffield,2000,renter,p2,240,-782
3_towns,Thomaston,2000,renter,p2,216,20
3_towns,Thompson,2000,renter,p2,198,-23
3_towns,Tolland,2000,renter,p2,108,-91
3_towns,Torrington,2000,renter,p2,1375,1250
3_towns,Trumbull,2000,renter,p2,271,-1023
3_towns,Union,2000,renter,p2,9,-209
3_towns,Vernon,2000,renter,p2,1579,1575
3_towns,Voluntown,2000,renter,p2,50,-1967
3_towns,Wallingford,2000,renter,p2,1296,1204
3_towns,Warren,2000,renter,p2,11,-1392
3_towns,Washington,2000,renter,p2,83,63
3_towns,Waterbury,2000,renter,p2,5636,5556
3_towns,Waterford,2000,renter,p2,322,-5334
3_towns,Watertown,2000,renter,p2,464,128
3_towns,West Hartford,2000,renter,p2,1958,1502
3_towns,West Haven,2000,renter,p2,2555,781
3_towns,Westbrook,2000,renter,p2,196,-2658
3_towns,Weston,2000,renter,p2,74,-89
3_towns,Westport,2000,renter,p2,413,393
3_towns,Wethersfield,2000,renter,p2,619,265
3_towns,Willington,2000,renter,p2,316,-346
3_towns,Wilton,2000,renter,p2,150,-255
3_towns,Winchester,2000,renter,p2,478,300
3_towns,Windham,2000,renter,p2,1132,648
3_towns,Windsor,2000,renter,p2,620,-722
3_towns,Windsor Locks,2000,renter,p2,374,-71
3_towns,Wolcott,2000,renter,p2,152,-249
3_towns,Woodbridge,2000,renter,p2,77,-200
3_towns,Woodbury,2000,renter,p2,251,175
3_towns,Woodstock,2000,renter,p2,146,-125
3_towns,Andover,2000,owner,p3,184,0
3_towns,Ansonia,2000,owner,p3,763,498
3_towns,Ashford,2000,owner,p3,215,-382
3_towns,Avon,2000,owner,p3,806,511
3_towns,Barkhamsted,2000,owner,p3,225,-658
3_towns,Beacon Falls,2000,owner,p3,290,88
3_towns,Berlin,2000,owner,p3,1156,820
3_towns,Bethany,2000,owner,p3,328,-747
3_towns,Bethel,2000,owner,p3,945,672
3_towns,Bethlehem,2000,owner,p3,208,-877
3_towns,Bloomfield,2000,owner,p3,949,781
3_towns,Bolton,2000,owner,p3,259,-854
3_towns,Bozrah,2000,owner,p3,147,-61
3_towns,Branford,2000,owner,p3,1414,1259
3_towns,Bridgeport,2000,owner,p3,3618,2255
3_towns,Bridgewater,2000,owner,p3,95,-3710
3_towns,Bristol,2000,owner,p3,2788,2726
3_towns,Brookfield,2000,owner,p3,964,-1622
3_towns,Brooklyn,2000,owner,p3,340,-491
3_towns,Burlington,2000,owner,p3,523,118
3_towns,Canaan,2000,owner,p3,55,-484
3_towns,Canterbury,2000,owner,p3,328,286
3_towns,Canton,2000,owner,p3,477,188
3_towns,Chaplin,2000,owner,p3,125,-515
3_towns,Cheshire,2000,owner,p3,1523,1392
3_towns,Chester,2000,owner,p3,191,-1456
3_towns,Clinton,2000,owner,p3,759,477
3_towns,Colchester,2000,owner,p3,740,-9
