year,level,geoid,name,county,var,estimate,moe
2016,3_towns,0901129910,Franklin,New London County,total_pop,1965,88
2017,3_towns,0901129910,Franklin,New London County,total_pop,1908,97
2018,3_towns,0901129910,Franklin,New London County,total_pop,1842,93
1990,3_towns,0901133900,Griswold,New London County,total_pop,10384,0
2000,3_towns,0901133900,Griswold,New London County,total_pop,10807,0
2010,3_towns,0901133900,Griswold,New London County,total_pop,11951,0
2011,3_towns,0901133900,Griswold,New London County,total_pop,11837,20
2012,3_towns,0901133900,Griswold,New London County,total_pop,11907,33
2013,3_towns,0901133900,Griswold,New London County,total_pop,11959,38
2014,3_towns,0901133900,Griswold,New London County,total_pop,11952,25
2015,3_towns,0901133900,Griswold,New London County,total_pop,11922,19
2016,3_towns,0901133900,Griswold,New London County,total_pop,11848,25
2017,3_towns,0901133900,Griswold,New London County,total_pop,11791,20
2018,3_towns,0901133900,Griswold,New London County,total_pop,11693,29
1990,3_towns,0901134250,Groton,New London County,total_pop,45144,0
2000,3_towns,0901134250,Groton,New London County,total_pop,39907,0
2010,3_towns,0901134250,Groton,New London County,total_pop,40115,0
2011,3_towns,0901134250,Groton,New London County,total_pop,40190,51
2012,3_towns,0901134250,Groton,New London County,total_pop,40079,47
2013,3_towns,0901134250,Groton,New London County,total_pop,40126,42
2014,3_towns,0901134250,Groton,New London County,total_pop,40136,43
2015,3_towns,0901134250,Groton,New London County,total_pop,39986,43
2016,3_towns,0901134250,Groton,New London County,total_pop,39763,34
2017,3_towns,0901134250,Groton,New London County,total_pop,39492,37
2018,3_towns,0901134250,Groton,New London County,total_pop,39105,43
1990,3_towns,0901142390,Lebanon,New London County,total_pop,6041,0
2000,3_towns,0901142390,Lebanon,New London County,total_pop,6907,0
2010,3_towns,0901142390,Lebanon,New London County,total_pop,7308,0
2011,3_towns,0901142390,Lebanon,New London County,total_pop,7268,17
2012,3_towns,0901142390,Lebanon,New London County,total_pop,7289,32
2013,3_towns,0901142390,Lebanon,New London County,total_pop,7322,36
2014,3_towns,0901142390,Lebanon,New London County,total_pop,7314,16
2015,3_towns,0901142390,Lebanon,New London County,total_pop,7295,20
2016,3_towns,0901142390,Lebanon,New London County,total_pop,7259,20
2017,3_towns,0901142390,Lebanon,New London County,total_pop,7242,17
2018,3_towns,0901142390,Lebanon,New London County,total_pop,7256,40
1990,3_towns,0901142600,Ledyard,New London County,total_pop,14913,0
2000,3_towns,0901142600,Ledyard,New London County,total_pop,14687,0
2010,3_towns,0901142600,Ledyard,New London County,total_pop,15051,0
2011,3_towns,0901142600,Ledyard,New London County,total_pop,15016,38
2012,3_towns,0901142600,Ledyard,New London County,total_pop,15046,26
2013,3_towns,0901142600,Ledyard,New London County,total_pop,15051,47
2014,3_towns,0901142600,Ledyard,New London County,total_pop,15090,55
2015,3_towns,0901142600,Ledyard,New London County,total_pop,15057,32
2016,3_towns,0901142600,Ledyard,New London County,total_pop,15008,25
2017,3_towns,0901142600,Ledyard,New London County,total_pop,14926,22
2018,3_towns,0901142600,Ledyard,New London County,total_pop,14850,38
1990,3_towns,0901143230,Lisbon,New London County,total_pop,3790,0
2000,3_towns,0901143230,Lisbon,New London County,total_pop,4069,0
2010,3_towns,0901143230,Lisbon,New London County,total_pop,4338,0
2011,3_towns,0901143230,Lisbon,New London County,total_pop,4322,34
2012,3_towns,0901143230,Lisbon,New London County,total_pop,4333,19
2013,3_towns,0901143230,Lisbon,New London County,total_pop,4334,20
2014,3_towns,0901143230,Lisbon,New London County,total_pop,4340,19
2015,3_towns,0901143230,Lisbon,New London County,total_pop,4330,24
2016,3_towns,0901143230,Lisbon,New London County,total_pop,4323,28
2017,3_towns,0901143230,Lisbon,New London County,total_pop,4300,16
2018,3_towns,0901143230,Lisbon,New London County,total_pop,4272,21
1990,3_towns,0901144210,Lyme,New London County,total_pop,1949,0
2000,3_towns,0901144210,Lyme,New London County,total_pop,2016,0
2010,3_towns,0901144210,Lyme,New London County,total_pop,2406,0
2011,3_towns,0901144210,Lyme,New London County,total_pop,2327,124
2012,3_towns,0901144210,Lyme,New London County,total_pop,2359,114
2013,3_towns,0901144210,Lyme,New London County,total_pop,2417,106
2014,3_towns,0901144210,Lyme,New London County,total_pop,2367,98
2015,3_towns,0901144210,Lyme,New London County,total_pop,2454,108
2016,3_towns,0901144210,Lyme,New London County,total_pop,2392,84
2017,3_towns,0901144210,Lyme,New London County,total_pop,2423,99
2018,3_towns,0901144210,Lyme,New London County,total_pop,2469,102
1990,3_towns,0901148900,Montville,New London County,total_pop,16673,0
2000,3_towns,0901148900,Montville,New London County,total_pop,18546,0
2010,3_towns,0901148900,Montville,New London County,total_pop,19571,0
2011,3_towns,0901148900,Montville,New London County,total_pop,19505,37
2012,3_towns,0901148900,Montville,New London County,total_pop,19587,34
2013,3_towns,0901148900,Montville,New London County,total_pop,19621,32
2014,3_towns,0901148900,Montville,New London County,total_pop,19649,31
2015,3_towns,0901148900,Montville,New London County,total_pop,19635,28
2016,3_towns,0901148900,Montville,New London County,total_pop,19505,36
2017,3_towns,0901148900,Montville,New London County,total_pop,19384,26
2018,3_towns,0901148900,Montville,New London County,total_pop,19094,31
1990,3_towns,0901152350,New London,New London County,total_pop,28540,0
2000,3_towns,0901152350,New London,New London County,total_pop,25671,0
2010,3_towns,0901152350,New London,New London County,total_pop,27620,0
2011,3_towns,0901152350,New London,New London County,total_pop,27550,36
2012,3_towns,0901152350,New London,New London County,total_pop,27613,54
2013,3_towns,0901152350,New London,New London County,total_pop,27588,41
2014,3_towns,0901152350,New London,New London County,total_pop,27536,41
2015,3_towns,0901152350,New London,New London County,total_pop,27423,33
2016,3_towns,0901152350,New London,New London County,total_pop,27218,67
2017,3_towns,0901152350,New London,New London County,total_pop,27147,91
2018,3_towns,0901152350,New London,New London County,total_pop,27032,46
1990,3_towns,0901155500,North Stonington,New London County,total_pop,4884,0
2000,3_towns,0901155500,North Stonington,New London County,total_pop,4991,0
2010,3_towns,0901155500,North Stonington,New London County,total_pop,5297,0
2011,3_towns,0901155500,North Stonington,New London County,total_pop,5272,22
2012,3_towns,0901155500,North Stonington,New London County,total_pop,5292,24
2013,3_towns,0901155500,North Stonington,New London County,total_pop,5291,18
2014,3_towns,0901155500,North Stonington,New London County,total_pop,5293,19
2015,3_towns,0901155500,North Stonington,New London County,total_pop,5276,23
2016,3_towns,0901155500,North Stonington,New London County,total_pop,5276,35
2017,3_towns,0901155500,North Stonington,New London County,total_pop,5255,19
2018,3_towns,0901155500,North Stonington,New London County,total_pop,5242,18
1990,3_towns,0901156270,Norwich,New London County,total_pop,37391,0
2000,3_towns,0901156270,Norwich,New London County,total_pop,36117,0
2010,3_towns,0901156270,Norwich,New London County,total_pop,40493,0
2011,3_towns,0901156270,Norwich,New London County,total_pop,40085,33
2012,3_towns,0901156270,Norwich,New London County,total_pop,40322,44
2013,3_towns,0901156270,Norwich,New London County,total_pop,40424,50
2014,3_towns,0901156270,Norwich,New London County,total_pop,40378,79
2015,3_towns,0901156270,Norwich,New London County,total_pop,40254,34
2016,3_towns,0901156270,Norwich,New London County,total_pop,40057,34
2017,3_towns,0901156270,Norwich,New London County,total_pop,39875,46
2018,3_towns,0901156270,Norwich,New London County,total_pop,39567,43
1990,3_towns,0901157040,Old Lyme,New London County,total_pop,6535,0
2000,3_towns,0901157040,Old Lyme,New London County,total_pop,7406,0
2010,3_towns,0901157040,Old Lyme,New London County,total_pop,7603,0
2011,3_towns,0901157040,Old Lyme,New London County,total_pop,7583,28
2012,3_towns,0901157040,Old Lyme,New London County,total_pop,7600,27
2013,3_towns,0901157040,Old Lyme,New London County,total_pop,7598,21
2014,3_towns,0901157040,Old Lyme,New London County,total_pop,7587,22
2015,3_towns,0901157040,Old Lyme,New London County,total_pop,7565,21
2016,3_towns,0901157040,Old Lyme,New London County,total_pop,7539,27
2017,3_towns,0901157040,Old Lyme,New London County,total_pop,7494,22
2018,3_towns,0901157040,Old Lyme,New London County,total_pop,7431,28
1990,3_towns,0901162150,Preston,New London County,total_pop,5006,0
2000,3_towns,0901162150,Preston,New London County,total_pop,4688,0
2010,3_towns,0901162150,Preston,New London County,total_pop,4726,0
2011,3_towns,0901162150,Preston,New London County,total_pop,4729,27
2012,3_towns,0901162150,Preston,New London County,total_pop,4736,19
2013,3_towns,0901162150,Preston,New London County,total_pop,4751,41
2014,3_towns,0901162150,Preston,New London County,total_pop,4735,27
2015,3_towns,0901162150,Preston,New London County,total_pop,4729,27
2016,3_towns,0901162150,Preston,New London County,total_pop,4716,19
2017,3_towns,0901162150,Preston,New London County,total_pop,4693,21
2018,3_towns,0901162150,Preston,New London County,total_pop,4666,21
1990,3_towns,0901166210,Salem,New London County,total_pop,3310,0
2000,3_towns,0901166210,Salem,New London County,total_pop,3858,0
2010,3_towns,0901166210,Salem,New London County,total_pop,4151,0
2011,3_towns,0901166210,Salem,New London County,total_pop,4118,24
2012,3_towns,0901166210,Salem,New London County,total_pop,4151,19
2013,3_towns,0901166210,Salem,New London County,total_pop,4173,20
2014,3_towns,0901166210,Salem,New London County,total_pop,4176,22
2015,3_towns,0901166210,Salem,New London County,total_pop,4193,36
2016,3_towns,0901166210,Salem,New London County,total_pop,4169,23
2017,3_towns,0901166210,Salem,New London County,total_pop,4162,50
2018,3_towns,0901166210,Salem,New London County,total_pop,4126,22
1990,3_towns,0901171670,Sprague,New London County,total_pop,3008,0
2000,3_towns,0901171670,Sprague,New London County,total_pop,2971,0
2010,3_towns,0901171670,Sprague,New London County,total_pop,2984,0
2011,3_towns,0901171670,Sprague,New London County,total_pop,2983,14
2012,3_towns,0901171670,Sprague,New London County,total_pop,2982,23
2013,3_towns,0901171670,Sprague,New London County,total_pop,2986,20
2014,3_towns,0901171670,Sprague,New London County,total_pop,2993,31
2015,3_towns,0901171670,Sprague,New London County,total_pop,2977,18
2016,3_towns,0901171670,Sprague,New London County,total_pop,2952,27
2017,3_towns,0901171670,Sprague,New London County,total_pop,2942,19
2018,3_towns,0901171670,Sprague,New London County,total_pop,2929,33
1990,3_towns,0901173770,Stonington,New London County,total_pop,16919,0
2000,3_towns,0901173770,Stonington,New London County,total_pop,17906,0
2010,3_towns,0901173770,Stonington,New London County,total_pop,18545,0
2011,3_towns,0901173770,Stonington,New London County,total_pop,18482,47
2012,3_towns,0901173770,Stonington,New London County,total_pop,18528,23
2013,3_towns,0901173770,Stonington,New London County,total_pop,18527,39
2014,3_towns,0901173770,Stonington,New London County,total_pop,18539,28
2015,3_towns,0901173770,Stonington,New London County,total_pop,18492,29
2016,3_towns,0901173770,Stonington,New London County,total_pop,18477,29
2017,3_towns,0901173770,Stonington,New London County,total_pop,18483,23
2018,3_towns,0901173770,Stonington,New London County,total_pop,18436,25
1990,3_towns,0901178600,Voluntown,New London County,total_pop,2113,0
2000,3_towns,0901178600,Voluntown,New London County,total_pop,2528,0
2010,3_towns,0901178600,Voluntown,New London County,total_pop,2603,0
2011,3_towns,0901178600,Voluntown,New London County,total_pop,2603,24
2012,3_towns,0901178600,Voluntown,New London County,total_pop,2599,22
2013,3_towns,0901178600,Voluntown,New London County,total_pop,2608,19
2014,3_towns,0901178600,Voluntown,New London County,total_pop,2602,16
2015,3_towns,0901178600,Voluntown,New London County,total_pop,2601,28
2016,3_towns,0901178600,Voluntown,New London County,total_pop,2586,17
2017,3_towns,0901178600,Voluntown,New London County,total_pop,2570,18
2018,3_towns,0901178600,Voluntown,New London County,total_pop,2559,23
1990,3_towns,0901180280,Waterford,New London County,total_pop,17930,0
2000,3_towns,0901180280,Waterford,New London County,total_pop,19152,0
2010,3_towns,0901180280,Waterford,New London County,total_pop,19517,0
2011,3_towns,0901180280,Waterford,New London County,total_pop,19451,26
2012,3_towns,0901180280,Waterford,New London County,total_pop,19499,32
2013,3_towns,0901180280,Waterford,New London County,total_pop,19508,28
2014,3_towns,0901180280,Waterford,New London County,total_pop,19499,33
2015,3_towns,0901180280,Waterford,New London County,total_pop,19427,34
2016,3_towns,0901180280,Waterford,New London County,total_pop,19332,55
2017,3_towns,0901180280,Waterford,New London County,total_pop,19200,49
2018,3_towns,0901180280,Waterford,New London County,total_pop,19052,33
1990,3_towns,0901301080,Andover,Tolland County,total_pop,2540,0
2000,3_towns,0901301080,Andover,Tolland County,total_pop,3036,0
2010,3_towns,0901301080,Andover,Tolland County,total_pop,3303,0
2011,3_towns,0901301080,Andover,Tolland County,total_pop,3143,174
2012,3_towns,0901301080,Andover,Tolland County,total_pop,3185,144
2013,3_towns,0901301080,Andover,Tolland County,total_pop,3095,145
2014,3_towns,0901301080,Andover,Tolland County,total_pop,3181,151
2015,3_towns,0901301080,Andover,Tolland County,total_pop,3217,165
2016,3_towns,0901301080,Andover,Tolland County,total_pop,3211,148
2017,3_towns,0901301080,Andover,Tolland County,total_pop,3179,133
2018,3_towns,0901301080,Andover,Tolland County,total_pop,3223,122
1990,3_towns,0901306260,Bolton,Tolland County,total_pop,4575,0
2000,3_towns,0901306260,Bolton,Tolland County,total_pop,5017,0
2010,3_towns,0901306260,Bolton,Tolland County,total_pop,4980,0
2011,3_towns,0901306260,Bolton,Tolland County,total_pop,5006,17
2012,3_towns,0901306260,Bolton,Tolland County,total_pop,4990,21
2013,3_towns,0901306260,Bolton,Tolland County,total_pop,4971,22
2014,3_towns,0901306260,Bolton,Tolland County,total_pop,4963,20
2015,3_towns,0901306260,Bolton,Tolland County,total_pop,4959,21
2016,3_towns,0901306260,Bolton,Tolland County,total_pop,4950,25
2017,3_towns,0901306260,Bolton,Tolland County,total_pop,4947,26
2018,3_towns,0901306260,Bolton,Tolland County,total_pop,4928,21
1990,3_towns,0901316400,Columbia,Tolland County,total_pop,4510,0
2000,3_towns,0901316400,Columbia,Tolland County,total_pop,4971,0
2010,3_towns,0901316400,Columbia,Tolland County,total_pop,5485,0
2011,3_towns,0901316400,Columbia,Tolland County,total_pop,5449,32
2012,3_towns,0901316400,Columbia,Tolland County,total_pop,5464,25
2013,3_towns,0901316400,Columbia,Tolland County,total_pop,5476,22
2014,3_towns,0901316400,Columbia,Tolland County,total_pop,5472,18
2015,3_towns,0901316400,Columbia,Tolland County,total_pop,5460,17
2016,3_towns,0901316400,Columbia,Tolland County,total_pop,5456,18
2017,3_towns,0901316400,Columbia,Tolland County,total_pop,5442,23
2018,3_towns,0901316400,Columbia,Tolland County,total_pop,5421,21
1990,3_towns,0901317800,Coventry,Tolland County,total_pop,10063,0
2000,3_towns,0901317800,Coventry,Tolland County,total_pop,11504,0
2010,3_towns,0901317800,Coventry,Tolland County,total_pop,12435,0
2011,3_towns,0901317800,Coventry,Tolland County,total_pop,12402,29
2012,3_towns,0901317800,Coventry,Tolland County,total_pop,12445,52
2013,3_towns,0901317800,Coventry,Tolland County,total_pop,12435,20
2014,3_towns,0901317800,Coventry,Tolland County,total_pop,12434,31
2015,3_towns,0901317800,Coventry,Tolland County,total_pop,12450,30
2016,3_towns,0901317800,Coventry,Tolland County,total_pop,12446,23
2017,3_towns,0901317800,Coventry,Tolland County,total_pop,12458,47
2018,3_towns,0901317800,Coventry,Tolland County,total_pop,12422,32
1990,3_towns,0901325360,Ellington,Tolland County,total_pop,11197,0
2000,3_towns,0901325360,Ellington,Tolland County,total_pop,12921,0
2010,3_towns,0901325360,Ellington,Tolland County,total_pop,15602,0
2011,3_towns,0901325360,Ellington,Tolland County,total_pop,15394,21
2012,3_towns,0901325360,Ellington,Tolland County,total_pop,15549,39
2013,3_towns,0901325360,Ellington,Tolland County,total_pop,15675,35
2014,3_towns,0901325360,Ellington,Tolland County,total_pop,15725,30
2015,3_towns,0901325360,Ellington,Tolland County,total_pop,15791,20
2016,3_towns,0901325360,Ellington,Tolland County,total_pop,15880,34
2017,3_towns,0901325360,Ellington,Tolland County,total_pop,15948,33
2018,3_towns,0901325360,Ellington,Tolland County,total_pop,16041,23
1990,3_towns,0901337910,Hebron,Tolland County,total_pop,7079,0
2000,3_towns,0901337910,Hebron,Tolland County,total_pop,8610,0
2010,3_towns,0901337910,Hebron,Tolland County,total_pop,9686,0
2011,3_towns,0901337910,Hebron,Tolland County,total_pop,9620,15
2012,3_towns,0901337910,Hebron,Tolland County,total_pop,9649,22
2013,3_towns,0901337910,Hebron,Tolland County,total_pop,9638,30
2014,3_towns,0901337910,Hebron,Tolland County,total_pop,9627,19
2015,3_towns,0901337910,Hebron,Tolland County,total_pop,9611,27
2016,3_towns,0901337910,Hebron,Tolland County,total_pop,9580,20
2017,3_towns,0901337910,Hebron,Tolland County,total_pop,9550,19
2018,3_towns,0901337910,Hebron,Tolland County,total_pop,9522,19
1990,3_towns,0901344910,Mansfield,Tolland County,total_pop,21103,0
2000,3_towns,0901344910,Mansfield,Tolland County,total_pop,20720,0
2010,3_towns,0901344910,Mansfield,Tolland County,total_pop,26543,0
2011,3_towns,0901344910,Mansfield,Tolland County,total_pop,26130,23
2012,3_towns,0901344910,Mansfield,Tolland County,total_pop,26182,23
2013,3_towns,0901344910,Mansfield,Tolland County,total_pop,26379,37
2014,3_towns,0901344910,Mansfield,Tolland County,total_pop,26328,27
2015,3_towns,0901344910,Mansfield,Tolland County,total_pop,26158,23
2016,3_towns,0901344910,Mansfield,Tolland County,total_pop,26009,25
2017,3_towns,0901344910,Mansfield,Tolland County,total_pop,26019,25
2018,3_towns,0901344910,Mansfield,Tolland County,total_pop,25977,54
1990,3_towns,0901369220,Somers,Tolland County,total_pop,9108,0
2000,3_towns,0901369220,Somers,Tolland County,total_pop,10417,0
2010,3_towns,0901369220,Somers,Tolland County,total_pop,11444,0
2011,3_towns,0901369220,Somers,Tolland County,total_pop,11385,61
2012,3_towns,0901369220,Somers,Tolland County,total_pop,11451,19
2013,3_towns,0901369220,Somers,Tolland County,total_pop,11447,20
2014,3_towns,0901369220,Somers,Tolland County,total_pop,11431,42
2015,3_towns,0901369220,Somers,Tolland County,total_pop,11437,33
2016,3_towns,0901369220,Somers,Tolland County,total_pop,11368,39
2017,3_towns,0901369220,Somers,Tolland County,total_pop,11284,20
2018,3_towns,0901369220,Somers,Tolland County,total_pop,11137,35
1990,3_towns,0901372090,Stafford,Tolland County,total_pop,11091,0
2000,3_towns,0901372090,Stafford,Tolland County,total_pop,11307,0
2010,3_towns,0901372090,Stafford,Tolland County,total_pop,12087,0
2011,3_towns,0901372090,Stafford,Tolland County,total_pop,12055,34
2012,3_towns,0901372090,Stafford,Tolland County,total_pop,12058,23
2013,3_towns,0901372090,Stafford,Tolland County,total_pop,12035,28
2014,3_towns,0901372090,Stafford,Tolland County,total_pop,12013,62
2015,3_towns,0901372090,Stafford,Tolland County,total_pop,11942,28
2016,3_towns,0901372090,Stafford,Tolland County,total_pop,11906,54
2017,3_towns,0901372090,Stafford,Tolland County,total_pop,11901,28
2018,3_towns,0901372090,Stafford,Tolland County,total_pop,11890,58
1990,3_towns,0901376290,Tolland,Tolland County,total_pop,11001,0
2000,3_towns,0901376290,Tolland,Tolland County,total_pop,13146,0
2010,3_towns,0901376290,Tolland,Tolland County,total_pop,15052,0
2011,3_towns,0901376290,Tolland,Tolland County,total_pop,14931,56
2012,3_towns,0901376290,Tolland,Tolland County,total_pop,14980,22
2013,3_towns,0901376290,Tolland,Tolland County,total_pop,14977,51
2014,3_towns,0901376290,Tolland,Tolland County,total_pop,14971,26
2015,3_towns,0901376290,Tolland,Tolland County,total_pop,14935,21
2016,3_towns,0901376290,Tolland,Tolland County,total_pop,14904,23
2017,3_towns,0901376290,Tolland,Tolland County,total_pop,14838,39
2018,3_towns,0901376290,Tolland,Tolland County,total_pop,14766,23
1990,3_towns,0901377830,Union,Tolland County,total_pop,612,0
2000,3_towns,0901377830,Union,Tolland County,total_pop,693,0
2010,3_towns,0901377830,Union,Tolland County,total_pop,854,0
2011,3_towns,0901377830,Union,Tolland County,total_pop,990,171
2012,3_towns,0901377830,Union,Tolland County,total_pop,954,146
2013,3_towns,0901377830,Union,Tolland County,total_pop,1041,144
2014,3_towns,0901377830,Union,Tolland County,total_pop,950,155
2015,3_towns,0901377830,Union,Tolland County,total_pop,913,163
2016,3_towns,0901377830,Union,Tolland County,total_pop,912,148
2017,3_towns,0901377830,Union,Tolland County,total_pop,932,134
2018,3_towns,0901377830,Union,Tolland County,total_pop,873,124
1990,3_towns,0901378250,Vernon,Tolland County,total_pop,29841,0
2000,3_towns,0901378250,Vernon,Tolland County,total_pop,28063,0
2010,3_towns,0901378250,Vernon,Tolland County,total_pop,29179,0
2011,3_towns,0901378250,Vernon,Tolland County,total_pop,29199,34
2012,3_towns,0901378250,Vernon,Tolland County,total_pop,29188,27
2013,3_towns,0901378250,Vernon,Tolland County,total_pop,29179,33
2014,3_towns,0901378250,Vernon,Tolland County,total_pop,29162,24
2015,3_towns,0901378250,Vernon,Tolland County,total_pop,29114,33
2016,3_towns,0901378250,Vernon,Tolland County,total_pop,29140,40
2017,3_towns,0901378250,Vernon,Tolland County,total_pop,29182,31
2018,3_towns,0901378250,Vernon,Tolland County,total_pop,29157,69
1990,3_towns,0901385950,Willington,Tolland County,total_pop,5979,0
2000,3_towns,0901385950,Willington,Tolland County,total_pop,5959,0
2010,3_towns,0901385950,Willington,Tolland County,total_pop,6041,0
2011,3_towns,0901385950,Willington,Tolland County,total_pop,6070,40
2012,3_towns,0901385950,Willington,Tolland County,total_pop,6042,19
2013,3_towns,0901385950,Willington,Tolland County,total_pop,6018,16
2014,3_towns,0901385950,Willington,Tolland County,total_pop,5994,21
2015,3_towns,0901385950,Willington,Tolland County,total_pop,5961,22
2016,3_towns,0901385950,Willington,Tolland County,total_pop,5927,45
2017,3_towns,0901385950,Willington,Tolland County,total_pop,5916,45
2018,3_towns,0901385950,Willington,Tolland County,total_pop,5912,22
1990,3_towns,0901501430,Ashford,Windham County,total_pop,3765,0
2000,3_towns,0901501430,Ashford,Windham County,total_pop,4098,0
2010,3_towns,0901501430,Ashford,Windham County,total_pop,4317,0
2011,3_towns,0901501430,Ashford,Windham County,total_pop,4309,26
2012,3_towns,0901501430,Ashford,Windham County,total_pop,4306,19
2013,3_towns,0901501430,Ashford,Windham County,total_pop,4301,16
2014,3_towns,0901501430,Ashford,Windham County,total_pop,4297,23
2015,3_towns,0901501430,Ashford,Windham County,total_pop,4281,20
2016,3_towns,0901501430,Ashford,Windham County,total_pop,4270,25
2017,3_towns,0901501430,Ashford,Windham County,total_pop,4254,25
2018,3_towns,0901501430,Ashford,Windham County,total_pop,4234,20
1990,3_towns,0901509190,Brooklyn,Windham County,total_pop,6681,0
2000,3_towns,0901509190,Brooklyn,Windham County,total_pop,7173,0
2010,3_towns,0901509190,Brooklyn,Windham County,total_pop,8210,0
2011,3_towns,0901509190,Brooklyn,Windham County,total_pop,8132,21
2012,3_towns,0901509190,Brooklyn,Windham County,total_pop,8180,17
2013,3_towns,0901509190,Brooklyn,Windham County,total_pop,8220,19
2014,3_towns,0901509190,Brooklyn,Windham County,total_pop,8240,18
2015,3_towns,0901509190,Brooklyn,Windham County,total_pop,8255,20
2016,3_towns,0901509190,Brooklyn,Windham County,total_pop,8258,27
2017,3_towns,0901509190,Brooklyn,Windham County,total_pop,8232,20
2018,3_towns,0901509190,Brooklyn,Windham County,total_pop,8243,28
1990,3_towns,0901512130,Canterbury,Windham County,total_pop,4467,0
2000,3_towns,0901512130,Canterbury,Windham County,total_pop,4692,0
2010,3_towns,0901512130,Canterbury,Windham County,total_pop,5132,0
2011,3_towns,0901512130,Canterbury,Windham County,total_pop,5109,16
2012,3_towns,0901512130,Canterbury,Windham County,total_pop,5111,25
2013,3_towns,0901512130,Canterbury,Windham County,total_pop,5119,21
2014,3_towns,0901512130,Canterbury,Windham County,total_pop,5110,15
2015,3_towns,0901512130,Canterbury,Windham County,total_pop,5097,25
2016,3_towns,0901512130,Canterbury,Windham County,total_pop,5078,39
2017,3_towns,0901512130,Canterbury,Windham County,total_pop,5074,17
2018,3_towns,0901512130,Canterbury,Windham County,total_pop,5074,22
1990,3_towns,0901513810,Chaplin,Windham County,total_pop,2048,0
2000,3_towns,0901513810,Chaplin,Windham County,total_pop,2250,0
2010,3_towns,0901513810,Chaplin,Windham County,total_pop,2305,0
2011,3_towns,0901513810,Chaplin,Windham County,total_pop,2481,121
2012,3_towns,0901513810,Chaplin,Windham County,total_pop,2412,174
2013,3_towns,0901513810,Chaplin,Windham County,total_pop,2408,145
2014,3_towns,0901513810,Chaplin,Windham County,total_pop,2256,162
2015,3_towns,0901513810,Chaplin,Windham County,total_pop,2264,173
2016,3_towns,0901513810,Chaplin,Windham County,total_pop,2370,145
2017,3_towns,0901513810,Chaplin,Windham County,total_pop,2365,149
2018,3_towns,0901513810,Chaplin,Windham County,total_pop,2329,151
1990,3_towns,0901521860,Eastford,Windham County,total_pop,1314,0
2000,3_towns,0901521860,Eastford,Windham County,total_pop,1618,0
2010,3_towns,0901521860,Eastford,Windham County,total_pop,1749,0
2011,3_towns,0901521860,Eastford,Windham County,total_pop,1602,116
2012,3_towns,0901521860,Eastford,Windham County,total_pop,1690,132
2013,3_towns,0901521860,Eastford,Windham County,total_pop,1650,133
2014,3_towns,0901521860,Eastford,Windham County,total_pop,1726,108
2015,3_towns,0901521860,Eastford,Windham County,total_pop,1765,110
2016,3_towns,0901521860,Eastford,Windham County,total_pop,1734,105
2017,3_towns,0901521860,Eastford,Windham County,total_pop,1639,117
2018,3_towns,0901521860,Eastford,Windham County,total_pop,1721,118
1990,3_towns,0901536000,Hampton,Windham County,total_pop,1578,0
2000,3_towns,0901536000,Hampton,Windham County,total_pop,1758,0
2010,3_towns,0901536000,Hampton,Windham County,total_pop,1863,0
2011,3_towns,0901536000,Hampton,Windham County,total_pop,1847,101
2012,3_towns,0901536000,Hampton,Windham County,total_pop,1799,143
2013,3_towns,0901536000,Hampton,Windham County,total_pop,1815,119
2014,3_towns,0901536000,Hampton,Windham County,total_pop,1912,111
2015,3_towns,0901536000,Hampton,Windham County,total_pop,1850,118
2016,3_towns,0901536000,Hampton,Windham County,total_pop,1774,107
2017,3_towns,0901536000,Hampton,Windham County,total_pop,1829,114
2018,3_towns,0901536000,Hampton,Windham County,total_pop,1861,103
1990,3_towns,0901540500,Killingly,Windham County,total_pop,15889,0
2000,3_towns,0901540500,Killingly,Windham County,total_pop,16472,0
2010,3_towns,0901540500,Killingly,Windham County,total_pop,17370,0
2011,3_towns,0901540500,Killingly,Windham County,total_pop,17358,24
2012,3_towns,0901540500,Killingly,Windham County,total_pop,17345,25
2013,3_towns,0901540500,Killingly,Windham County,total_pop,17317,22
2014,3_towns,0901540500,Killingly,Windham County,total_pop,17281,41
2015,3_towns,0901540500,Killingly,Windham County,total_pop,17250,42
2016,3_towns,0901540500,Killingly,Windham County,total_pop,17189,29
2017,3_towns,0901540500,Killingly,Windham County,total_pop,17160,20
2018,3_towns,0901540500,Killingly,Windham County,total_pop,17170,23
1990,3_towns,0901559980,Plainfield,Windham County,total_pop,14363,0
2000,3_towns,0901559980,Plainfield,Windham County,total_pop,14619,0
2010,3_towns,0901559980,Plainfield,Windham County,total_pop,15405,0
2011,3_towns,0901559980,Plainfield,Windham County,total_pop,15383,26
2012,3_towns,0901559980,Plainfield,Windham County,total_pop,15358,22
2013,3_towns,0901559980,Plainfield,Windham County,total_pop,15320,30
2014,3_towns,0901559980,Plainfield,Windham County,total_pop,15270,20
2015,3_towns,0901559980,Plainfield,Windham County,total_pop,15207,24
2016,3_towns,0901559980,Plainfield,Windham County,total_pop,15174,22
2017,3_towns,0901559980,Plainfield,Windham County,total_pop,15138,29
2018,3_towns,0901559980,Plainfield,Windham County,total_pop,15114,26
1990,3_towns,0901561030,Pomfret,Windham County,total_pop,3102,0
2000,3_towns,0901561030,Pomfret,Windham County,total_pop,3798,0
2010,3_towns,0901561030,Pomfret,Windham County,total_pop,4247,0
